Total number of parameters: 5,336,608
{'epoch': 1, 'train_loss': 0.030215562905495364, 'self': '0.00290', 'value': '0.02731', 'val_loss': 0.018048976916346517, 'val_self': '0.00002', 'val_value': '0.01803', 'lr': '0.00040', 'step': 3000}
{'epoch': 2, 'train_loss': 0.018971214547132454, 'self': '0.00007', 'value': '0.01890', 'val_loss': 0.016698600917092722, 'val_self': '0.00000', 'val_value': '0.01669', 'lr': '0.00039', 'step': 6000}
{'epoch': 3, 'train_loss': 0.016336667341490585, 'self': '0.00000', 'value': '0.01633', 'val_loss': 0.01404229351930076, 'val_self': '0.00000', 'val_value': '0.01404', 'lr': '0.00039', 'step': 9000}
{'epoch': 4, 'train_loss': 0.01460655766694496, 'self': '0.00000', 'value': '0.01460', 'val_loss': 0.012878006242108761, 'val_self': '0.00000', 'val_value': '0.01288', 'lr': '0.00039', 'step': 12000}
{'epoch': 5, 'train_loss': 0.013097186108740668, 'self': '0.00000', 'value': '0.01310', 'val_loss': 0.011455904230567032, 'val_self': '0.00000', 'val_value': '0.01146', 'lr': '0.00039', 'step': 15000}
{'epoch': 6, 'train_loss': 0.011597435971101125, 'self': '0.00000', 'value': '0.01160', 'val_loss': 0.010270605407670507, 'val_self': '0.00000', 'val_value': '0.01027', 'lr': '0.00038', 'step': 18000}
{'epoch': 7, 'train_loss': 0.01041213450115174, 'self': '0.00000', 'value': '0.01041', 'val_loss': 0.009188447090354367, 'val_self': '0.00000', 'val_value': '0.00919', 'lr': '0.00038', 'step': 21000}
{'epoch': 8, 'train_loss': 0.009491265786501269, 'self': '0.00000', 'value': '0.00949', 'val_loss': 0.008222574606675227, 'val_self': '0.00000', 'val_value': '0.00822', 'lr': '0.00038', 'step': 24000}
{'epoch': 9, 'train_loss': 0.008706450724663833, 'self': '0.00000', 'value': '0.00871', 'val_loss': 0.007964120928740099, 'val_self': '0.00000', 'val_value': '0.00796', 'lr': '0.00037', 'step': 27000}
{'epoch': 10, 'train_loss': 0.008006540537501374, 'self': '0.00000', 'value': '0.00801', 'val_loss': 0.007309936327653647, 'val_self': '0.00000', 'val_value': '0.00731', 'lr': '0.00037', 'step': 30000}
{'epoch': 11, 'train_loss': 0.007539077042136341, 'self': '0.00000', 'value': '0.00754', 'val_loss': 0.00691385279203475, 'val_self': '0.00000', 'val_value': '0.00691', 'lr': '0.00037', 'step': 33000}
{'epoch': 12, 'train_loss': 0.0071539610309215886, 'self': '0.00000', 'value': '0.00715', 'val_loss': 0.006540565171324816, 'val_self': '0.00000', 'val_value': '0.00654', 'lr': '0.00036', 'step': 36000}
{'epoch': 13, 'train_loss': 0.006717171346768737, 'self': '0.00000', 'value': '0.00672', 'val_loss': 0.006268421927520425, 'val_self': '0.00000', 'val_value': '0.00627', 'lr': '0.00036', 'step': 39000}
{'epoch': 14, 'train_loss': 0.006451413399539888, 'self': '0.00000', 'value': '0.00645', 'val_loss': 0.005863227979776251, 'val_self': '0.00000', 'val_value': '0.00586', 'lr': '0.00036', 'step': 42000}
{'epoch': 15, 'train_loss': 0.006393297321163118, 'self': '0.00000', 'value': '0.00639', 'val_loss': 0.0065408508545245795, 'val_self': '0.00000', 'val_value': '0.00654', 'lr': '0.00036', 'step': 45000}
{'epoch': 16, 'train_loss': 0.006024213784529517, 'self': '0.00000', 'value': '0.00602', 'val_loss': 0.005657119873995114, 'val_self': '0.00000', 'val_value': '0.00566', 'lr': '0.00035', 'step': 48000}
{'epoch': 17, 'train_loss': 0.0058557666665874425, 'self': '0.00000', 'value': '0.00586', 'val_loss': 0.005415136999351385, 'val_self': '0.00000', 'val_value': '0.00541', 'lr': '0.00035', 'step': 51000}
{'epoch': 18, 'train_loss': 0.005773867772426456, 'self': '0.00000', 'value': '0.00577', 'val_loss': 0.0053509841615822715, 'val_self': '0.00000', 'val_value': '0.00535', 'lr': '0.00035', 'step': 54000}
{'epoch': 19, 'train_loss': 0.005502277726152291, 'self': '0.00000', 'value': '0.00550', 'val_loss': 0.0054442325490526855, 'val_self': '0.00000', 'val_value': '0.00544', 'lr': '0.00034', 'step': 57000}
{'epoch': 20, 'train_loss': 0.005426970928907394, 'self': '0.00000', 'value': '0.00543', 'val_loss': 0.005016454308461703, 'val_self': '0.00000', 'val_value': '0.00502', 'lr': '0.00034', 'step': 60000}
